coding	meaning
411467005	2,2,4-Trimethyl-1,2-dihydroquinoline
411467005	2,2,4-Trimethyl-1,2-dihydroquinoline
411468000	4,4'-Dihydroxybiphenyl
411468000	4,4'-Dihydroxybiphenyl
411469008	Bis (dibutyldithiocarbamato) zinc
411469008	Bis (dibutyldithiocarbamato) zinc
411470009	Bis (diethyldithiocarbamato) zinc (ZDC)
411470009	Bis (diethyldithiocarbamato) zinc (ZDC)
411472001	Cyclohexyl thiophthalimide
411472001	Cyclohexyl thiophthalimide
411473006	Dibenzothiazyl disulphide
411473006	Dibenzothiazyl disulphide
411474000	Dibutylthiourea
411474000	Dibutylthiourea
411475004	Diethylthiourea
411475004	Diethylthiourea
411476003	Dipentamethylenethiuram disulphide
411476003	Dipentamethylenethiuram disulphide
411477007	Dithiodimorpholine
411477007	Dithiodimorpholine
411478002	Dodecylmercaptan
411478002	Dodecylmercaptan
411479005	Ethylene thiourea
411479005	Ethylene thiourea
411480008	Morpholinylmercaptobenzothiazole
411480008	Morpholinylmercaptobenzothiazole
411481007	N,N'-Diphenyl paraphenylenediamine
411481007	N,N'-Diphenyl paraphenylenediamine
411482000	N,N-Di-beta-naphthyl-4-phenylenediamine
411482000	N,N-Di-beta-naphthyl-4-phenylenediamine
411483005	N-Cyclohexyl-N'-phenyl paraphenylenediamine
411483005	N-Cyclohexyl-N'-phenyl paraphenylenediamine
411485003	N-Phenyl-2-naphthylamine
411485003	N-Phenyl-2-naphthylamine
411489009	Tetramethylthiuram disulfide (TMTD)
411489009	Tetramethylthiuram disulfide (TMTD)
411490000	Tetramethylthiuram monosulphide (TMTM)
411490000	Tetramethylthiuram monosulphide (TMTM)
411491001	Imidazolidinone
411491001	Imidazolidinone
411492008	Metanil yellow stain
411492008	Metanil yellow stain
411493003	Nigrosine
411493003	Nigrosine
411494009	Basic Red 46
411494009	Basic Red 46
411495005	Cibachrome brilliant scarlet
411495005	Cibachrome brilliant scarlet
411498007	Disperse Blue 106
411498007	Disperse Blue 106
411499004	Disperse Blue 124
411499004	Disperse Blue 124
411500008	Disperse Blue 153
411500008	Disperse Blue 153
411501007	Disperse Blue 35
411501007	Disperse Blue 35
411502000	Disperse Blue 85
411502000	Disperse Blue 85
411503005	Disperse Brown 1
411503005	Disperse Brown 1
411504004	Disperse Orange 1
411504004	Disperse Orange 1
411505003	Disperse Orange 13
411505003	Disperse Orange 13
411522001	Tansy extract
411522001	Tansy extract
411484004	N-Cyclohexylbenzothiazyl sulphenamide (CBS)
411484004	N-Cyclohexylbenzothiazyl sulphenamide (CBS)
411506002	Disperse Yellow 9
411506002	Disperse Yellow 9
411516005	Arnica extract
411516005	Arnica extract
411517001	Chamomile extract
411517001	Chamomile extract
411519003	Dibromodicyanobutane
411519003	Dibromodicyanobutane
411523006	Yarrow extract
411523006	Yarrow extract
411968007	Doxercalciferol 0.5 microgram/1 each oral capsule
411998000	Benorylate in oral dosage form
411998000	Benorylate in oral dosage form
411979002	Cross-linked hyaluronan
411979002	Cross-linked hyaluronan
412090007	Antipyrine
412090007	Antipyrine
412099008	Benzocaine + menthol
412099008	Benzocaine + menthol
412094003	Cinnamedrine
412094003	Cinnamedrine
412021002	Ovine hyaluronidase
412021002	Ovine hyaluronidase
412058002	Bentoquatam
412058002	Bentoquatam
412095002	Aspirin + cinnamedrine + caffeine
412095002	Aspirin + cinnamedrine + caffeine
412092004	Micrurus fulvius antivenin
412100000	Benzocaine + resorcinol
412100000	Benzocaine + resorcinol
412101001	Benzocaine + phenylephrine + antipyrine
412101001	Benzocaine + phenylephrine + antipyrine
412106006	Calcium polycarbophil
412107002	Calcium + vitamin D
412108007	Camphor
412108007	Camphor
412109004	Camphor + menthol + phenol
412109004	Camphor + menthol + phenol
412121000	Chlorpheniramine + pseudoephedrine + dextromethorphan
412121000	Chlorpheniramine + pseudoephedrine + dextromethorphan
412123002	Chlorpheniramine + pyrilamine + phenylephrine
412123002	Chlorpheniramine + pyrilamine + phenylephrine
412126005	Human chorionic gonadotropin
412126005	Human chorionic gonadotropin
412128006	Coccidioidin
412128006	Coccidioidin
412131007	Colchicine + probenecid
412131007	Colchicine + probenecid
412133005	Crotalidae polyvalent immune fab
412133005	Crotalidae polyvalent immune fab
412162006	Guaifenesin + dextromethorphan
412162006	Guaifenesin + dextromethorphan
412167000	Polysorbate
412167000	Polysorbate
412180002	Adrenaline + chlorpheniramine
412180002	Adrenaline + chlorpheniramine
412181003	Esterified estrogen and methyltestosterone
412181003	Esterified estrogen and methyltestosterone
412185007	Folic acid + pyridoxine + cyanocobalamin
412185007	Folic acid + pyridoxine + cyanocobalamin
412192002	Dimethyl sulphone
412192002	Dimethyl sulphone
412199006	Aluminium chloride + alcohol
412199006	Aluminium chloride + alcohol
412204000	Hydrocodone + guaifenesin
412204000	Hydrocodone + guaifenesin
412219004	Isophane insulin
412219004	Isophane insulin
412226004	Iodine + methyl salicylate
412226004	Iodine + methyl salicylate
412240003	Magaldrate + simethicone
412240003	Magaldrate + simethicone
412242006	Estradiol cypionate and medroxyprogesterone acetate
412254006	Neomycin + polymyxin b + lidocaine
412254006	Neomycin + polymyxin b + lidocaine
412255007	Neomycin + polymyxin b + pramoxine
412255007	Neomycin + polymyxin b + pramoxine
412262003	Oxymetazoline + menthol
412262003	Oxymetazoline + menthol
412264002	Papain + urea
412264002	Papain + urea
412272000	Peppermint spirit
412272000	Peppermint spirit
412273005	Piperonyl butoxide
412273005	Piperonyl butoxide
412275003	Phenazopyridine + butabarbital + hyoscyamine
412275003	Phenazopyridine + butabarbital + hyoscyamine
412277006	Yellow phenolphthalein
412277006	Yellow phenolphthalein
412278001	Phenylephrine + hydrocodone
412278001	Phenylephrine + hydrocodone
412279009	Codeine and phenylephrine and promethazine
412279009	Codeine and phenylephrine and promethazine
412280007	Phenylephrine + dextromethorphan
412280007	Phenylephrine + dextromethorphan
412281006	Phenylephrine + pheniramine
412281006	Phenylephrine + pheniramine
412283009	Dextromethorphan and promethazine
412283009	Dextromethorphan and promethazine
412286001	Pseudoephedrine + codeine + guaifenesin
412286001	Pseudoephedrine + codeine + guaifenesin
412301005	Coal tar and salicylic acid and sulfur
412301005	Coal tar and salicylic acid and sulfur
412318009	Clavulanic acid
412318009	Clavulanic acid
412319001	Clavulanate potassium
412333001	Dexamethasone 0.25 mg oral tablet
412339002	Starch
412339002	Starch
412340000	Zinc oxide + starch
412340000	Zinc oxide + starch
412342008	Oxidised cellulose
412342008	Oxidised cellulose
412344009	Carbetapentane
412344009	Carbetapentane
412345005	Chlorpheniramine + carbetapentane
412345005	Chlorpheniramine + carbetapentane
412348007	Chlorpheniramine + phenylephrine
412348007	Chlorpheniramine + phenylephrine
412353002	Chromium chloride
412353002	Chromium chloride
412355009	Phenylephrine + chlorpheniramine + codeine + potassium iodide
412355009	Phenylephrine + chlorpheniramine + codeine + potassium iodide
412356005	Codeine + guaifenesin
412356005	Codeine + guaifenesin
412358006	Phenylephrine + chlorpheniramine + ephedrine + carbetapentane
412358006	Phenylephrine + chlorpheniramine + ephedrine + carbetapentane
412359003	Chlorpheniramine + pseudoephedrine + hydrocodone
412359003	Chlorpheniramine + pseudoephedrine + hydrocodone
412368001	Trichlorofluoromethane
412368001	Trichlorofluoromethane
412370005	Dichloromonofluoromethane
412370005	Dichloromonofluoromethane
412371009	Dichloromonofluoromethane + trichlorofluoromethane
412371009	Dichloromonofluoromethane + trichlorofluoromethane
412372002	Meglumine diatrizoate
412372002	Meglumine diatrizoate
412377008	Diphenhydramine and zinc acetate
412377008	Diphenhydramine and zinc acetate
412380009	Doxylamine
412380009	Doxylamine
412389005	Ferrous fumarate + docusate sodium
412396007	Gramidicin d
412397003	Gramicidin d
412397003	Gramicidin d
412401006	Porcine heparin
412401006	Porcine heparin
412407005	Chlorpheniramine + pseudoephedrine + hydrocodone + guaifenesin
412407005	Chlorpheniramine + pseudoephedrine + hydrocodone + guaifenesin
412408000	Acetic acid and hydrocortisone
412408000	Acetic acid and hydrocortisone
412412006	Inamrinone
412412006	Inamrinone
412443004	Neomycin + bacitracin + polymyxin b + pramoxine
412443004	Neomycin + bacitracin + polymyxin b + pramoxine
412444005	Neomycin and polymyxin B
412444005	Neomycin and polymyxin B
412445006	Nitrofurantoin monohydrate + nitrofurantoin macrocrystal
412458007	Orphenadrine + aspirin + caffeine
412458007	Orphenadrine + aspirin + caffeine
412465004	Penicillin G procaine + benzathine
412467007	Phenylephrine + phenylpropanolamine + guaifenesin
412467007	Phenylephrine + phenylpropanolamine + guaifenesin
412468002	Phenylephrine + guaifenesin
412468002	Phenylephrine + guaifenesin
412469005	Phenylpropanolamine + guaifenesin + dextromethorphan
412469005	Phenylpropanolamine + guaifenesin + dextromethorphan
412470006	Phenylpropanolamine + guaifenesin
412470006	Phenylpropanolamine + guaifenesin
412471005	Phenylpropanolamine + hydrocodone
412471005	Phenylpropanolamine + hydrocodone
412473008	Caramiphen
412473008	Caramiphen
412475001	Phenyltoloxamine + magnesium salicylate
412475001	Phenyltoloxamine + magnesium salicylate
412486004	Polyethylene glycol + propylene glycol
412486004	Polyethylene glycol + propylene glycol
412489006	Pramoxine + zinc oxide
412489006	Pramoxine + zinc oxide
412497004	Chlorpheniramine + pseudoephedrine + codeine
412497004	Chlorpheniramine + pseudoephedrine + codeine
412501009	Pseudoephedrine + dextromethorphan + guaifenesin
412501009	Pseudoephedrine + dextromethorphan + guaifenesin
412517003	Sulbactam sodium
412537004	Acriflavine
412537004	Acriflavine
412545009	Monoctanoin
412545009	Monoctanoin
412573006	Aluminium hydroxide + magnesium trisilicate + alginic acid + sodium bicarbonate
412573006	Aluminium hydroxide + magnesium trisilicate + alginic acid + sodium bicarbonate
412182005	Ethinylestradiol + Norgestimate
412182005	Ethinylestradiol + Norgestimate
412256008	Ethinylestradiol + Norethisterone
412256008	Ethinylestradiol + Norethisterone
412450000	Mestranol + Norethisterone
412450000	Mestranol + Norethisterone
412499001	Paracetamol + Pseudoephedrine
412499001	Paracetamol + Pseudoephedrine
412556009	Co-codamol
412556009	Co-codamol
412466003	Phenobarbital + belladona alkaloid
412466003	Phenobarbital + belladona alkaloid
412539001	Dexbrompheniramine + pseudoephedrine + paracetamol + guaifenesin
412539001	Dexbrompheniramine + pseudoephedrine + paracetamol + guaifenesin
412559002	Paracetamol + salicylamide + caffeine
412559002	Paracetamol + salicylamide + caffeine
412560007	Aluminium hydroxide + magnesium carbonate
412560007	Aluminium hydroxide + magnesium carbonate
412570009	Paracetamol + dexbrompheniramine + pyrilamine
412570009	Paracetamol + dexbrompheniramine + pyrilamine
412122007	Chlorpheniramine + phenylpropranolamine + paracetamol
412122007	Chlorpheniramine + phenylpropranolamine + paracetamol
412493000	Pseudoephedrine + dextromethorphan + diphenhydramine + paracetamol
412493000	Pseudoephedrine + dextromethorphan + diphenhydramine + paracetamol
412346006	Chlorpheniramine + paracetamol
412346006	Chlorpheniramine + paracetamol
412381008	Doxylamine + pseudoephedrine + dextromethorphan + paracetamol
412381008	Doxylamine + pseudoephedrine + dextromethorphan + paracetamol
412365003	Dexbrompheniramine + pseudoephedrine + paracetamol
412365003	Dexbrompheniramine + pseudoephedrine + paracetamol
412498009	Pseudoephedrine + dextromethorphan + paracetamol
412498009	Pseudoephedrine + dextromethorphan + paracetamol
412568000	Aspirin + caffeine + paracetamol
412568000	Aspirin + caffeine + paracetamol
412574000	Aluminium hydroxide + magnesium hydroxide + simethicone
412574000	Aluminium hydroxide + magnesium hydroxide + simethicone
412598007	Camphor + menthol
412598007	Camphor + menthol
412566001	Buffered aspirin
412566001	Buffered aspirin
412567005	Buffered aspirin + caffeine
412567005	Buffered aspirin + caffeine
412571008	Alginic acid
412571008	Alginic acid
412586002	Benzocaine + phenol
412586002	Benzocaine + phenol
412578002	Phenazopyridine + sulphisoxazole
412578002	Phenazopyridine + sulphisoxazole
412579005	Phenazopyridine + sulphamethoxazole
412579005	Phenazopyridine + sulphamethoxazole
412599004	Calcium + magnesium
412599004	Calcium + magnesium
412647005	Aspirin 389 mg and caffeine 32.4 mg and propoxyphene hydrochloride 32 mg/1 each oral capsule
413509002	Amlodipine 2.5 mg and atorvastatin 10 mg oral tablet
413510007	Amlodipine 2.5 mg and atorvastatin 20 mg oral tablet
413511006	Amlodipine 2.5 mg and atorvastatin 40 mg oral tablet
413829007	Chlorzoxazone 250 mg oral tablet
413829007	Chlorzoxazone 250 mg oral tablet
414091005	Emtricitabine 200 mg and tenofovir 136 mg oral tablet
414141009	Estradiol acetate 0.45 mg oral tablet
414142002	Estradiol acetate 0.9 mg oral tablet
414350003	Glutamate receptor antagonist
414350003	Glutamate receptor antagonist
413358002	5-lipoxygenase inhibitor
413358002	5-lipoxygenase inhibitor
413507000	Amlexanox
413507000	Amlexanox
413870009	Clocortolone
413870009	Clocortolone
413871008	Clocortolone pivalate
414130007	Erythrosine
414130007	Erythrosine
413481004	Alpha 4 integrin antagonist
413481004	Alpha 4 integrin antagonist
413512004	Ammonium lactate
413512004	Ammonium lactate
414092003	Enalaprilat
414092003	Enalaprilat
414147008	Ethinyl oestradiol + norgestrel
414147008	Ethinyl oestradiol + norgestrel
414241003	Fenofibrate micronized 130 mg/1 each oral capsule
414243000	Fenofibrate micronized 43 mg/1 each oral capsule
414245007	Fenofibrate micronized 87 mg/1 each oral capsule
414277005	Fluprednidene
414277005	Fluprednidene
414354007	Glycopeptide antibiotic
414614000	Lissamine green product
414614000	Lissamine green product
414615004	Lithium carbonate 150 mg/1 each oral capsule
414616003	Lithium carbonate 600 mg/1 each oral capsule
414690005	Metoprolol tartrate 100 mg and hydrochlorothiazide 25 mg oral tablet
414691009	Metoprolol tartrate 100 mg and hydrochlorothiazide 50 mg oral tablet
414692002	Metoprolol tartrate 50 mg and hydrochlorothiazide 25 mg oral tablet
414693007	Metrizamide
414693007	Metrizamide
415053000	Pentetate calcium trisodium
415053000	Pentetate calcium trisodium
414932003	Omega-3 acid ethyl ester
414932003	Omega-3 acid ethyl ester
414979003	Oropharyngeal testosterone
414979003	Oropharyngeal testosterone
414356009	Glycyrrhetinic acid
414356009	Glycyrrhetinic acid
414358005	Glycyrrhetinic acid + hyaluronate sodium + polyvinyl pyrrolidone
414443003	Ibuprofen + oxycodone
414443003	Ibuprofen + oxycodone
415056008	Pentetate zinc trisodium
415056008	Pentetate zinc trisodium
415134007	Polylactic acid preparation
415134007	Polylactic acid preparation
415151000	Potassium channel antagonist
415151000	Potassium channel antagonist
415348004	Ristocetin
415348004	Ristocetin
415513007	Selective adhesion molecule inhibitor
415513007	Selective adhesion molecule inhibitor
415633000	Strontium preparation
415633000	Strontium preparation
415705008	Technetium Tc^99m^ arcitumomab
416272002	Zinc 50 mg/1 each oral capsule
416523005	Factor VIII
416523005	Factor VIII
416772001	Desloratadine and pseudoephedrine
416772001	Desloratadine and pseudoephedrine
416821000	Naproxen 200 mg/1 each oral capsule
416980003	Ferric hexacyanoferrate-II 500 mg/1 each oral capsule
417169005	Sodium benzoate and sodium phenylacetate
417169005	Sodium benzoate and sodium phenylacetate
417179007	Deoxyribonuclease and fibrinolysin
417179007	Deoxyribonuclease and fibrinolysin
417226008	Icodextrin
417226008	Icodextrin
417243006	Alosetron 0.5 mg oral tablet
417320000	Naphazoline and pheniramine
417320000	Naphazoline and pheniramine
417463001	Ioxaglate meglumine and ioxaglate sodium
417526007	Mephenytoin
417526007	Mephenytoin
415541006	Sodium chondroitin sulphate
415541006	Sodium chondroitin sulphate
415704007	Technetium Tc^99m^ depreotide
416117009	Fibrinolysin
416117009	Fibrinolysin
417457005	Ferumoxide
417457005	Ferumoxide
416321008	Calcium undecylenate
416321008	Calcium undecylenate
416361009	Ioxaglate sodium
416392006	Pramlintide
416392006	Pramlintide
416447000	Ferumoxsil
416447000	Ferumoxsil
416448005	Bifenthrin
416448005	Bifenthrin
416470008	Human recombinant keratinocyte growth factor
416470008	Human recombinant keratinocyte growth factor
416556006	Furazolidone
416556006	Furazolidone
416587008	Calcineurin inhibitor
416587008	Calcineurin inhibitor
416652002	Delmopinol
416652002	Delmopinol
416653007	Botulism immunoglobulin
416653007	Botulism immunoglobulin
416897008	Anti-tumour necrosis factor alpha drug
416897008	Anti-tumour necrosis factor alpha drug
418197002	Glucosamine 1000 mg oral tablet
418223003	Calcium carbonate and famotidine and magnesium hydroxide
418223003	Calcium carbonate and famotidine and magnesium hydroxide
419575000	Pioglitazone 15 mg and metformin 500 mg oral tablet
417720003	Zinc 25 mg/1 each oral capsule
418457008	Calcium phosphate + Colecalciferol
418457008	Calcium phosphate + Colecalciferol
419159009	Isosorbide dinitrate 20 mg and hydralazine 37.5 mg oral tablet
419229007	Risedronate sodium 35 mg and calcium 500 mg oral tablet
417669009	Pemirolast
417669009	Pemirolast
417898006	Glycylcycline derivative
417898006	Glycylcycline derivative
418227002	Ferric ammonium citrate
418227002	Ferric ammonium citrate
418673005	Aluminium oxide
418673005	Aluminium oxide
419402000	Cloral betaine
419402000	Cloral betaine
418031001	Ethinylestradiol + Gestodene
418031001	Ethinylestradiol + Gestodene
418250008	Lucinactant
418250008	Lucinactant
418334003	Perfluorobutane
418334003	Perfluorobutane
418335002	Perfluorophenanthrene
